timestamp,run_id,model,strategy,seed,val_accuracy,val_f1
2026-06-20T17:56:00,smoke_test_dummy,DummyClassifier,most_frequent,42,0.6228,0.7676
2026-06-21T11:41:36,smoke_test_dummy,DummyClassifier,most_frequent,42,0.6228,0.7676
